,TR14049|c0_g1_i1,GO:0031967,probable allantoin permease-like,,,,,
,TR14049|c0_g1_i1,GO:0015932,probable allantoin permease-like,,,,,
,TR14049|c0_g1_i1,GO:0009416,probable allantoin permease-like,,,,,
,TR14049|c0_g1_i1,GO:0009812,probable allantoin permease-like,,,,,
,TR14049|c0_g1_i1,GO:0044765,probable allantoin permease-like,,,,,
,TR14049|c0_g1_i1,GO:0008655,probable allantoin permease-like,,,,,
,TR15488|c0_g1_i2,GO:0016705,protein srg1-like,,,,,
,TR15488|c0_g1_i2,GO:0043169,protein srg1-like,,,,,
,TR15488|c0_g1_i2,GO:0044710,protein srg1-like,,,,,
,TR15711|c0_g1_i1,GO:0046872,ring-h2 finger protein atl47,,,,,
,TR15745|c0_g1_i1,GO:0006464,galactosyltransferase family protein isoform 1,,,,,
,TR15745|c0_g1_i1,GO:0043231,galactosyltransferase family protein isoform 1,,,,,
,TR15745|c0_g1_i1,GO:0035250,galactosyltransferase family protein isoform 1,,,,,
,TR15745|c0_g1_i1,GO:0044425,galactosyltransferase family protein isoform 1,,,,,
,TR15922|c0_g1_i1,GO:0016757,udp-glycosyltransferase 92a1-like,,,,,
,TR15954|c0_g1_i2,GO:0019538,signal peptide peptidase-like 2 isoform 1,,,,,
,TR15954|c0_g1_i2,GO:0044425,signal peptide peptidase-like 2 isoform 1,,,,,
,TR15954|c0_g1_i2,GO:0004175,signal peptide peptidase-like 2 isoform 1,,,,,
,TR16386|c0_g1_i1,GO:0009892,21 kda,,,,,
,TR16386|c0_g1_i1,GO:0030234,21 kda,,,,,
,TR16386|c0_g1_i1,GO:0052689,21 kda,,,,,
,TR16616|c0_g1_i1,GO:0034645,ubiquitin extension protein 1,,,,,
,TR16616|c0_g1_i1,GO:0030529,ubiquitin extension protein 1,,,,,
,TR16616|c0_g1_i1,GO:0005198,ubiquitin extension protein 1,,,,,
,TR17462|c0_g1_i1,GO:0006810,atp synthase delta,,,,,
,TR17462|c0_g1_i1,GO:0044699,atp synthase delta,,,,,
Bio/MS,"TR17502|c0_g1_i1, TR39777|c3_g1_i6, TR25007|c0_g1_i2, TR27671|c0_g2_i1, TR37813|c3_g1_i1, TR39470|c4_g1_i2, TR27982|c0_g1_i1, TR24598|c0_g1_i1, TR29888|c0_g1_i1",GO:0043231,nac domain-containing,,,,,
MET/2,"TR17502|c0_g1_i1, TR25007|c0_g1_i2, TR33106|c5_g1_i15, TR32214|c0_g1_i7, TR37813|c3_g1_i1, TR39470|c4_g1_i2, TR29853|c1_g2_i3, TR37085|c3_g1_i3, TR31559|c0_g1_i1, TR31655|c0_g1_i1, TR35417|c3_g1_i2, TR29888|c0_g1_i1",GO:0006355,nac domain-containing,,,,,
,TR17502|c0_g1_i1,GO:0001071,nac domain-containing,,,,,
,TR17502|c0_g1_i1,GO:0003677,nac domain-containing,,,,,
,TR17502|c0_g1_i1,GO:0009699,nac domain-containing,,,,,
,TR17502|c0_g1_i1,GO:0045491,nac domain-containing,,,,,
,TR17502|c0_g1_i1,GO:0009900,nac domain-containing,,,,,
,TR17502|c0_g1_i1,GO:0009832,nac domain-containing,,,,,
,TR17573|c0_g1_i1,GO:0050789,scarecrow-like protein 15,,,,,
,TR17573|c0_g1_i1,GO:0034645,scarecrow-like protein 15,,,,,
,TR17573|c0_g1_i1,GO:0044767,scarecrow-like protein 15,,,,,
,TR17573|c0_g1_i1,GO:0010467,scarecrow-like protein 15,,,,,
,TR17780|c0_g2_i1,GO:0016746,hxxxd-type acyl-transferase family protein,,,,,
,TR18063|c1_g1_i1,GO:0044425,amino acid permease 4 isoform x1,,,,,
,TR18458|c0_g1_i1,GO:0046914,blue copper protein,,,,,
,TR18712|c0_g1_i1,GO:0043231,b-box type zinc finger protein with cct,,,,,
,TR18712|c0_g1_i1,GO:0046872,b-box type zinc finger protein with cct,,,,,
,TR18712|c0_g1_i1,GO:0006355,b-box type zinc finger protein with cct,,,,,
,TR18996|c0_g1_i1,GO:0046872,ring u-box superfamily,,,,,
,TR19242|c0_g1_i1,GO:0032446,u-box domain-containing family protein,,,,,
,TR19242|c0_g1_i1,GO:0016740,u-box domain-containing family protein,,,,,
,TR19972|c0_g1_i1,GO:0006812,metal ion binding,,,,,
,TR19972|c0_g1_i1,GO:0043169,metal ion binding,,,,,
,TR19998|c0_g2_i1,GO:0070011,allantoate deiminase,,,,,
,"TR19998|c0_g2_i1, TR32454|c2_g1_i1, TR29735|c0_g1_i1, TR32776|c2_g2_i1, TR39101|c5_g2_i3, TR33591|c0_g1_i1, TR27357|c0_g1_i1, TR27357|c0_g2_i1, TR33602|c1_g1_i4, TR31427|c0_g1_i5, TR37771|c1_g1_i4, TR36373|c0_g1_i2, TR29857|c1_g1_i3",GO:0043169,allantoate deiminase,,,,,
,TR19998|c0_g2_i1,GO:0043231,allantoate deiminase,,,,,
,TR19998|c0_g2_i1,GO:0016813,allantoate deiminase,,,,,
,TR19998|c0_g2_i1,GO:0019538,allantoate deiminase,,,,,
,TR19998|c0_g2_i1,GO:0010135,allantoate deiminase,,,,,
,TR19998|c0_g2_i1,GO:0009112,allantoate deiminase,,,,,
,TR19998|c0_g2_i1,GO:0006787,allantoate deiminase,,,,,
,TR20159|c0_g1_i1,GO:0009892,21 kda,,,,,
,TR20159|c0_g1_i1,GO:0030234,21 kda,,,,,
,TR20159|c0_g1_i1,GO:0052689,21 kda,,,,,
,TR20177|c1_g1_i1,GO:0010466,cysteine proteinase inhibitor 5,,,,,
,TR20177|c1_g1_i1,GO:0004866,cysteine proteinase inhibitor 5,,,,,
,TR20273|c0_g2_i1,GO:0003824,disease resistance family protein lrr family protein,,,,,
,TR20540|c0_g1_i1,GO:0005488,myb domain protein,,,,,
,TR20564|c0_g2_i1,GO:0006355,ovate family protein 13,,,,,
,TR20902|c0_g1_i3,GO:0046872,probable calcium-binding protein cml11,,,,,
,TR20973|c0_g1_i1,GO:0046914,blue copper protein,,,,,
,TR21033|c0_g1_i2,GO:0008152,kinase c-like zinc finger protein,,,,,
,TR21033|c0_g1_i2,GO:0003824,kinase c-like zinc finger protein,,,,,
,TR21033|c0_g1_i2,GO:0044699,kinase c-like zinc finger protein,,,,,
,TR21117|c0_g1_i2,GO:0005856,actin-depolymerizing factor family protein,,,,,
,TR21117|c0_g1_i2,GO:0008092,actin-depolymerizing factor family protein,,,,,
,TR21117|c0_g1_i2,GO:0008154,actin-depolymerizing factor family protein,,,,,
,TR21439|c0_g1_i2,GO:0016810,uncharacterized protein loc104229121,,,,,
,TR21439|c0_g1_i2,GO:0044425,uncharacterized protein loc104229121,,,,,
,TR21439|c0_g1_i2,GO:0006665,uncharacterized protein loc104229121,,,,,
,TR21448|c0_g3_i1,GO:0010468,nac domain-containing protein 100-like,,,,,
,TR21448|c0_g3_i1,GO:0003676,nac domain-containing protein 100-like,,,,,
,TR21462|c0_g1_i1,GO:0035556,uncharacterized protein loc100526848,,,,,
,TR21462|c0_g1_i1,GO:0044464,uncharacterized protein loc100526848,,,,,
,TR21462|c0_g1_i1,GO:0032550,uncharacterized protein loc100526848,,,,,
Estrés,TR21525|c0_g1_i3,GO:0009694,uncharacterized protein loc103336179,,,,,
,TR21525|c0_g1_i3,GO:0006950,uncharacterized protein loc103336179,,,,,
,TR21534|c0_g1_i1,GO:0005996,aldose 1-epimerase-like,,,,,
,TR21534|c0_g1_i1,GO:0005488,aldose 1-epimerase-like,,,,,
,TR21534|c0_g1_i1,GO:0016857,aldose 1-epimerase-like,,,,,
,TR21617|c0_g1_i1,GO:0010468,basic leucine-zipper 42,,,,,
,TR21617|c0_g1_i1,GO:0003677,basic leucine-zipper 42,,,,,
,TR21617|c0_g1_i1,GO:0001071,basic leucine-zipper 42,,,,,
,TR21734|c0_g1_i1,GO:0016757,cyanidin-3-o-glucoside 2-o-glucuronosyltransferase-like,,,,,
,TR21855|c1_g1_i1,GO:0003676,myb transcription factor 2,,,,,
,TR22125|c0_g1_i1,GO:0010468,integrase-type dna-binding superfamily protein,,,,,
,TR22125|c0_g1_i1,GO:0003676,integrase-type dna-binding superfamily protein,,,,,
,TR22125|c0_g1_i1,GO:0001071,integrase-type dna-binding superfamily protein,,,,,
,TR22125|c0_g1_i1,GO:0034645,integrase-type dna-binding superfamily protein,,,,,
,TR22125|c0_g1_i1,GO:0043231,integrase-type dna-binding superfamily protein,,,,,
,TR22167|c0_g1_i1,GO:0044238,microsomal omega-3 fatty acid desaturase,,,,,
,TR22167|c0_g1_i1,GO:0016705,microsomal omega-3 fatty acid desaturase,,,,,
,TR22167|c0_g1_i1,GO:0044710,microsomal omega-3 fatty acid desaturase,,,,,
,TR22227|c0_g3_i1,GO:0006812,metal ion binding,,,,,
,TR22227|c0_g3_i1,GO:0043169,metal ion binding,,,,,
,TR22330|c0_g1_i1,GO:0006796,concanavalin a-like lectin protein kinase family protein,,,,,
,TR22330|c0_g1_i1,GO:0016301,concanavalin a-like lectin protein kinase family protein,,,,,
,TR22330|c0_g1_i1,GO:0006464,concanavalin a-like lectin protein kinase family protein,,,,,
,TR22330|c0_g1_i1,GO:0032550,concanavalin a-like lectin protein kinase family protein,,,,,
,TR22336|c0_g1_i1,GO:0019866,mitochondrial pyruvate carrier 2-like,,,,,
,TR22336|c0_g1_i1,GO:0006839,mitochondrial pyruvate carrier 2-like,,,,,
,TR22375|c0_g1_i1,GO:0003824,lactoylglutathione lyase glyoxalase i family protein,,,,,
,TR22623|c0_g1_i1,GO:0090304,c2h2l domain class transcription factor,,,,,
,TR22623|c0_g1_i1,GO:0097159,c2h2l domain class transcription factor,,,,,
,TR22623|c0_g1_i1,GO:0004518,c2h2l domain class transcription factor,,,,,
,TR22623|c0_g1_i1,GO:0043169,c2h2l domain class transcription factor,,,,,
,TR22735|c0_g2_i1,GO:0015630,uncharacterized protein loc104422192,,,,,
,TR22735|c0_g2_i1,GO:0043234,uncharacterized protein loc104422192,,,,,
,TR22735|c0_g2_i1,GO:0000280,uncharacterized protein loc104422192,,,,,
,TR22850|c0_g1_i1,GO:0044763,sulfate transporter isoform 1,,,,,
,TR22850|c0_g1_i1,GO:0008272,sulfate transporter isoform 1,,,,,
,TR22850|c0_g1_i1,GO:0015291,sulfate transporter isoform 1,,,,,
,TR22850|c0_g1_i1,GO:0015103,sulfate transporter isoform 1,,,,,
,TR22850|c0_g1_i1,GO:0044425,sulfate transporter isoform 1,,,,,
,TR22856|c0_g1_i1,GO:0009987,ethylene-responsive transcription factor lep-like,,,,,
,TR22856|c0_g1_i1,GO:0050789,ethylene-responsive transcription factor lep-like,,,,,
,TR22953|c0_g1_i1,GO:0071555,expansin 3,,,,,
,TR22953|c0_g1_i1,GO:0030312,expansin 3,,,,,
,TR23054|c0_g2_i1,GO:0005488,ring-h2 finger protein atl21a,,,,,
,TR23112|c0_g1_i1,GO:0070011,cysteine proteinase rd21a-like,,,,,
,TR23112|c0_g1_i1,GO:0019538,cysteine proteinase rd21a-like,,,,,
,TR23266|c0_g1_i1,GO:0044238,glycosyl hydrolase family protein with chitinase insertion domain,,,,,
,TR23266|c0_g1_i1,GO:0004553,glycosyl hydrolase family protein with chitinase insertion domain,,,,,
,TR23266|c0_g1_i1,GO:0006026,glycosyl hydrolase family protein with chitinase insertion domain,,,,,
,TR23460|c0_g2_i1,GO:0016209,rhicadhesin receptor,,,,,
,TR23460|c0_g2_i1,GO:0046914,rhicadhesin receptor,,,,,
,TR23460|c0_g2_i1,GO:0006801,rhicadhesin receptor,,,,,
,TR23460|c0_g2_i1,GO:0044710,rhicadhesin receptor,,,,,
,TR23460|c0_g2_i1,GO:0003824,rhicadhesin receptor,,,,,
,TR23587|c1_g1_i1,GO:0032550,ribulose bisphosphate carboxylase oxygenase activase chloroplast,,,,,
,TR23628|c0_g1_i1,GO:0046914,sphingoid base hydroxylase 2,,,,,
,TR23628|c0_g1_i1,GO:0006631,sphingoid base hydroxylase 2,,,,,
,TR23628|c0_g1_i1,GO:0044425,sphingoid base hydroxylase 2,,,,,
,TR23628|c0_g1_i1,GO:0003824,sphingoid base hydroxylase 2,,,,,
Cloropl,TR23707|c0_g2_i2,GO:0044434,chaperone -domain superfamily protein,,,,,
,TR23915|c0_g1_i1,GO:0044710,cytochrome p450 81d1-like,,,,,
,TR23915|c0_g1_i1,GO:0016709,cytochrome p450 81d1-like,,,,,
,TR23915|c0_g1_i1,GO:0046914,cytochrome p450 81d1-like,,,,,
,TR23915|c0_g1_i1,GO:0046906,cytochrome p450 81d1-like,,,,,
Cloropl,TR23993|c0_g1_i1,GO:0071704,uncharacterized protein pam68-like,,,,,
,TR23993|c0_g1_i1,GO:0044238,uncharacterized protein pam68-like,,,,,
,TR23993|c0_g1_i1,GO:0044699,uncharacterized protein pam68-like,,,,,
,TR23993|c0_g1_i1,GO:0006796,uncharacterized protein pam68-like,,,,,
,TR23993|c0_g1_i1,GO:0009507,uncharacterized protein pam68-like,,,,,
,TR23993|c0_g1_i1,GO:0016020,uncharacterized protein pam68-like,,,,,
,TR24363|c1_g1_i1,GO:0005911,multiple c2 and transmembrane domain-containing protein 1-like,,,,,
,TR24363|c1_g1_i1,GO:0003824,multiple c2 and transmembrane domain-containing protein 1-like,,,,,
,TR24363|c1_g1_i1,GO:0009536,multiple c2 and transmembrane domain-containing protein 1-like,,,,,
,TR24392|c0_g1_i3,GO:0050794,tmv resistance protein n-like,,,,,
Estrés,TR24437|c0_g1_i1,GO:0044786,ubiquitin-conjugating enzyme e2 28-like,,,,,
,TR24437|c0_g1_i1,GO:0032550,ubiquitin-conjugating enzyme e2 28-like,,,,,
,TR24437|c0_g1_i1,GO:0006511,ubiquitin-conjugating enzyme e2 28-like,,,,,
,TR24437|c0_g1_i1,GO:0032446,ubiquitin-conjugating enzyme e2 28-like,,,,,
,TR24437|c0_g1_i1,GO:0001558,ubiquitin-conjugating enzyme e2 28-like,,,,,
,TR24437|c0_g1_i1,GO:0043623,ubiquitin-conjugating enzyme e2 28-like,,,,,
,TR24437|c0_g1_i1,GO:0016740,ubiquitin-conjugating enzyme e2 28-like,,,,,
,TR24437|c0_g1_i1,GO:0016879,ubiquitin-conjugating enzyme e2 28-like,,,,,
,TR24437|c0_g1_i1,GO:0035966,ubiquitin-conjugating enzyme e2 28-like,,,,,
,TR24447|c1_g1_i1,GO:0035556,big map kinase,,,,,
,TR24447|c1_g1_i1,GO:0006796,big map kinase,,,,,
,TR24447|c1_g1_i1,GO:0006464,big map kinase,,,,,
,TR24447|c1_g1_i1,GO:0004702,big map kinase,,,,,
,TR24447|c1_g1_i1,GO:0032550,big map kinase,,,,,
,TR24469|c0_g1_i2,GO:0035556,mitogen-activated protein kinase 7,,,,,
,TR24469|c0_g1_i2,GO:0006796,mitogen-activated protein kinase 7,,,,,
,TR24469|c0_g1_i2,GO:0006464,mitogen-activated protein kinase 7,,,,,
,TR24469|c0_g1_i2,GO:0004702,mitogen-activated protein kinase 7,,,,,
,TR24469|c0_g1_i2,GO:0032550,mitogen-activated protein kinase 7,,,,,
,TR24477|c0_g1_i1,GO:0015031,b-cell receptor-associated protein 31-like,,,,,
,TR24477|c0_g1_i1,GO:0044425,b-cell receptor-associated protein 31-like,,,,,
,TR24477|c0_g1_i1,GO:0043231,b-cell receptor-associated protein 31-like,,,,,
,TR24481|c0_g1_i1,GO:0032553,flavodoxin-like quinone reductase 1 family protein,,,,,
,TR24481|c0_g1_i1,GO:0044710,flavodoxin-like quinone reductase 1 family protein,,,,,
,TR24481|c0_g1_i1,GO:0006355,flavodoxin-like quinone reductase 1 family protein,,,,,
,TR24481|c0_g1_i1,GO:0003824,flavodoxin-like quinone reductase 1 family protein,,,,,
,TR24508|c0_g1_i1,GO:0044710,phytoene chloroplastic chromoplastic-like,,,,,
,TR24508|c0_g1_i1,GO:0003824,phytoene chloroplastic chromoplastic-like,,,,,
Estrés,TR24561|c0_g1_i2,GO:0034645,heat shock factor protein 5,,,,,
,TR24561|c0_g1_i2,GO:0003677,heat shock factor protein 5,,,,,
,TR24561|c0_g1_i2,GO:0010467,heat shock factor protein 5,,,,,
,TR24561|c0_g1_i2,GO:0044424,heat shock factor protein 5,,,,,
,TR24561|c0_g1_i2,GO:0006950,heat shock factor protein 5,,,,,
MET/2,TR24598|c0_g1_i1,GO:0046914,laccase-17-like isoform x2,,,,,
,TR24598|c0_g1_i1,GO:0016682,laccase-17-like isoform x2,,,,,
,TR24598|c0_g1_i1,GO:0009808,laccase-17-like isoform x2,,,,,
,TR24598|c0_g1_i1,GO:0005576,laccase-17-like isoform x2,,,,,
,TR24795|c0_g1_i1,GO:0005488,myb domain protein 112 isoform 1,,,,,
Bio/MS,TR25007|c0_g1_i2,GO:0009699,caffeoyl- o-methyltransferase 1,,,,,
,TR25007|c0_g1_i2,GO:0043169,caffeoyl- o-methyltransferase 1,,,,,
,"TR25007|c0_g1_i2, TR28843|c0_g1_i1, TR32214|c0_g1_i7, TR37813|c3_g1_i1, TR31559|c0_g1_i1, TR24598|c0_g1_i1, TR29888|c0_g1_i1, TR17502|c0_g1_i1, TR39777|c3_g1_i6, TR34272|c0_g6_i2, TR27671|c0_g2_i1, TR33106|c5_g1_i15, TR29258|c0_g1_i1, TR39470|c4_g1_i2, TR27982|c0_g1_i1, TR31757|c0_g1_i4, TR29853|c1_g2_i3, TR37085|c3_g1_i3, TR31655|c0_g1_i1, TR35417|c3_g1_i2",GO:0008171,caffeoyl- o-methyltransferase 1,,,,,
,TR25121|c0_g1_i1,GO:0031224,blue copper protein,,,,,
,TR25121|c0_g1_i1,GO:0046914,blue copper protein,,,,,
,TR25121|c0_g1_i1,GO:0045491,blue copper protein,,,,,
Estrés,TR25218|c0_g1_i1,GO:0046906,peroxidase superfamily protein,,,,,
,TR25218|c0_g1_i1,GO:0042743,peroxidase superfamily protein,,,,,
,TR25218|c0_g1_i1,GO:0016209,peroxidase superfamily protein,,,,,
,TR25218|c0_g1_i1,GO:0043169,peroxidase superfamily protein,,,,,
,TR25218|c0_g1_i1,GO:0006950,peroxidase superfamily protein,,,,,
,TR25218|c0_g1_i1,GO:0044444,peroxidase superfamily protein,,,,,
,TR25218|c0_g1_i1,GO:0044710,peroxidase superfamily protein,,,,,
,TR25218|c0_g1_i1,GO:0003824,peroxidase superfamily protein,,,,,
,TR25218|c0_g1_i1,GO:0009620,peroxidase superfamily protein,,,,,
,TR25334|c0_g2_i1,GO:0046914,e3 ubiquitin-protein ligase bre1-like 2-like,,,,,
,TR25334|c0_g2_i1,GO:0043231,e3 ubiquitin-protein ligase bre1-like 2-like,,,,,
,TR25334|c0_g2_i1,GO:0003006,e3 ubiquitin-protein ligase bre1-like 2-like,,,,,
,TR25334|c0_g2_i1,GO:0006513,e3 ubiquitin-protein ligase bre1-like 2-like,,,,,
,TR25334|c0_g2_i1,GO:0046983,e3 ubiquitin-protein ligase bre1-like 2-like,,,,,
,TR25334|c0_g2_i1,GO:0006355,e3 ubiquitin-protein ligase bre1-like 2-like,,,,,
,TR25334|c0_g2_i1,GO:0016574,e3 ubiquitin-protein ligase bre1-like 2-like,,,,,
,TR25334|c0_g2_i1,GO:0051726,e3 ubiquitin-protein ligase bre1-like 2-like,,,,,
,TR25334|c0_g2_i1,GO:0009887,e3 ubiquitin-protein ligase bre1-like 2-like,,,,,
,TR25334|c0_g2_i1,GO:0003824,e3 ubiquitin-protein ligase bre1-like 2-like,,,,,
,TR25336|c0_g1_i1,GO:0044710,dioxygenase family protein,,,,,
,TR25336|c0_g1_i1,GO:0046914,dioxygenase family protein,,,,,
,TR25336|c0_g1_i1,GO:0016705,dioxygenase family protein,,,,,
,TR25340|c0_g1_i1,GO:0009987,plasmodesmata-located protein 1 isoform 1,,,,,
,TR25340|c0_g1_i1,GO:0005618,plasmodesmata-located protein 1 isoform 1,,,,,
,TR25340|c0_g1_i1,GO:0006810,plasmodesmata-located protein 1 isoform 1,,,,,
,TR25349|c0_g1_i1,GO:0071267,-dihydroxy-3-keto-5-methylthiopentene dioxygenase 2,,,,,
,TR25349|c0_g1_i1,GO:0046914,-dihydroxy-3-keto-5-methylthiopentene dioxygenase 2,,,,,
,TR25349|c0_g1_i1,GO:0043231,-dihydroxy-3-keto-5-methylthiopentene dioxygenase 2,,,,,
,TR25349|c0_g1_i1,GO:0016702,-dihydroxy-3-keto-5-methylthiopentene dioxygenase 2,,,,,
,TR25374|c0_g1_i1,GO:0046873,rna splicing protein,,,,,
,TR25374|c0_g1_i1,GO:0044763,rna splicing protein,,,,,
,TR25374|c0_g1_i1,GO:0070838,rna splicing protein,,,,,
,TR25397|c0_g1_i1,GO:0009536,thioredoxin chloroplastic-like,,,,,
,TR25397|c0_g1_i1,GO:0044699,thioredoxin chloroplastic-like,,,,,
,TR25397|c0_g1_i1,GO:0008152,thioredoxin chloroplastic-like,,,,,
,TR25424|c0_g1_i1,GO:0006796,serine threonine-protein kinase oxi1-like,,,,,
,TR25424|c0_g1_i1,GO:0006464,serine threonine-protein kinase oxi1-like,,,,,
,TR25424|c0_g1_i1,GO:0004672,serine threonine-protein kinase oxi1-like,,,,,
,TR25424|c0_g1_i1,GO:0032550,serine threonine-protein kinase oxi1-like,,,,,
,TR25456|c0_g1_i2,GO:0043234,dynein light chain type 1 family protein,,,,,
,TR25456|c0_g1_i2,GO:0005929,dynein light chain type 1 family protein,,,,,
,TR25456|c0_g1_i2,GO:0044763,dynein light chain type 1 family protein,,,,,
,TR25502|c0_g1_i1,GO:0043231,small ubiquitin-related modifier 2 isoform 1,,,,,
,TR25532|c0_g1_i1,GO:0003824,lactoylglutathione lyase-like,,,,,
,TR25668|c0_g1_i1,GO:0003676,transcription factor org2,,,,,
,TR25668|c0_g1_i1,GO:0005515,transcription factor org2,,,,,
,TR25694|c0_g1_i1,GO:0016491,9-cis-epoxycarotenoid dioxygenase 1,,,,,
,TR25694|c0_g1_i1,GO:0044710,9-cis-epoxycarotenoid dioxygenase 1,,,,,
,TR25726|c0_g2_i4,GO:0046915,iron regulated 1 protein,,,,,
,TR25726|c0_g2_i4,GO:0006826,iron regulated 1 protein,,,,,
